CN3	AS2	NEC2	BRC	UPRC1	NEC3	NEC1	IN	GPC	NEC4	AS3	OPC/OL	Inter	Neuron	AS1	CBC	CN1	CN2	PGC2	CN5	ME	CN4	PGC1	UPRC2
TCEAL5	1.17310380651087	0.587702811036621	0.513126845395889	0.475257332147964	1.27137376840369	0.503604616111877	0.300011215978663	1.0173696623652	0.638250837610366	0.558895564874961	0.595654622175374	0.475315662907193	0.788984204212153	0.715472981504093	0.693871246713329	0.216992705439219	1.16612314155243	1.20638130464729	0.531539081965128	1.27003152666742	0.77760162513425	1.14064557010234	0.537778679582031	0.605844099117245
SIX1	0.00649243715511642	0.10988088865026	0.0520810603078022	0.0302607270445713	0.0190830692549807	0.122576980618829	0.0526569871051693	0.00598724532406379	0.0708129999147413	0.0650234768538674	0.0366671701436272	0.138528560893166	0.105848936568102	0.030104748622392	0.0052731564665889	0.00888264990180895	0.00130014588820218	0.00346558336395952	0.346392976080019	0.009403315766498	0.253034207075198	0.0130504356729373	0.281731011012944	0.0185796180982622
FBLN2	0.0546241715544689	0.364676010291528	0.142834444480683	0.487934717599016	0.0978254203338787	0.152929974497142	0.139872268559263	0.0365012956201628	0.244992277214362	0.185059691926345	0.19149343270972	0.133645729871191	0.153841102576698	0.0982258661561429	0.240886450752982	0.186133467513365	0.0389966558350008	0.0413665478205631	0.497020035015159	0.068985229738106	0.121081817052221	0.0645720947865294	0.548265181696856	0.16493605186867
CTSC	0.0508813034596641	0.257035249867927	0.331519838261201	0.143683665094504	0.0841390950082386	0.223402601331791	0.253755209435101	0.068265242047046	0.187006164887941	0.269942007199287	0.19309593925526	0.23863407919326	0.178566711723058	0.110568265199645	0.159382319643855	0.0789225593493069	0.0725060991360043	0.0334705801179166	0.3260636833751	0.0886607356061835	0.162461808586922	0.0614566866164558	0.531308310539322	0.470218281832961
PKIA	0.834671392470878	0.18747491334324	0.187263520005904	0.186828277140717	0.380801556177175	0.232468682273443	0.152776198317643	0.763836829504004	0.220797884311803	0.246852805097603	0.256841903691396	0.355450062994927	0.483944386747888	0.557175999847937	0.243309141688927	0.13631016810292	0.748589316786871	0.918092872534776	0.257997649212669	0.643577877567263	0.584366119086457	0.708071121980235	0.273535145875949	0.105428466898442
LYPD1	0.352513069712823	0.436741881735471	0.354069650165145	0.251147015094581	0.235076182518271	0.234922340453778	0.22356501666124	0.273107576923558	0.421457351810359	0.283642871281196	0.388953592802054	0.201054047699247	0.305813937927508	0.296179611252009	0.4446993013465	0.126878323427752	0.375486252563225	0.446654685409918	0.203232532950862	0.431627293614678	0.185506104115072	0.35956223485687	0.269670693794413	0.169002683384359
SDPR	0.000625535135629519	0.040822549906474	0.00954415985073391	0.0178639645498938	0.00480853546328834	0.0125748094841493	0.0354272400616976	0.0057786518665404	0.0153122913296992	0.0175675130538314	0.0122714188819676	0.0147593342386967	0.00859446787486895	0.0018839559386282	0.0132706556571738	0.012736278902981	0.000360597585203624	0.000454322824495832	0.0398744480456904	0.00270396838585945	0.0409997425284064	0.000371123537596357	0.0216002725663595	0.0112648088246443
FAM111B	0.0209833774187567	0.0171875178351908	0.491395112317248	0.0148234594032498	0.0145833642021524	0.0233776972444739	0.0403375929759271	0.022041908401548	0.0140529140503042	0.394347855630583	0.029984318502805	0.0491345965836554	0.0393823288753411	0.0196351490676815	0.0192500879642448	0.00338688629197687	0.00754626709109847	0.00655735604857144	0.0272739036991385	0.0334626114294059	0.0349240674217279	0.0125754782285664	0.0248121216206984	0.0787484175196995
CDH6	0.0666526893493767	0.215867562593471	0.0600274706347819	0.146390763710201	0.0458545120338105	0.0919997474644585	0.0896416724904054	0.066550013158515	0.0492271521570707	0.0643991640469449	0.0987113335699327	0.0482496080911854	0.0805572128246739	0.0203271441490943	0.154836565006892	0.113260249792784	0.113065892609892	0.12535087563762	0.0812264915942666	0.0589416905477459	0.0351963099752419	0.0827654287342287	0.0285887355698241	0.0209357686543886
COL8A1	0.00196621328439735	0.00902111887206624	0.00729099161572819	0.0190214860452488	0.00294040699271471	0.00961727370480588	0.00391556125377845	0.00376844825334554	0.00551224039785065	0.00968004380264231	0.0110770534389906	0.00706443874206639	0.0174502444093839	0.00169046367327435	0.00854962927313791	0.0218908855269834	0.000679377213899081	-0.00052711659147637	0.0347571059849385	0.00257312559214549	0.013790058576168	0.00212941811261385	0.181401077014833	-0.00658930498032573
CLIC6	0.00893329466053018	0.132559556060362	0.0244853414013859	0.510449727434836	0.0393555141821322	0.0865467428284901	0.0876894548991451	0.010627567532898	0.0606371241393408	0.0494405606723884	0.0599441866910278	0.0457008631778864	0.0692146769816739	0.011622157156948	0.0345341608036293	0.956980545035601	0.0165902091612538	0.00556042563999574	0.153881392423647	0.0223750519231209	0.0737125276567809	0.0179277749037425	0.12564458469516	0.168085806078806
GNG5	0.471824473730995	1.28032457125116	1.33430158671327	1.35846120698244	0.778226803813396	1.47995356823045	1.503883763005	0.585310459345281	1.19841812797448	1.32104610103919	1.21224417172208	1.32204016913857	0.880735159446048	1.03190383150833	1.26536887645345	1.66277951005087	0.32330825681441	0.254893025189586	1.27671808185557	0.740716868085265	0.903066805254279	0.558517066089233	1.19294218585582	0.995044481418466
YWHAH	2.21873822893055	1.45632860005292	1.68815777539938	0.905468138891643	1.67161631416252	1.59999147623569	1.64115501113239	1.97058877096973	1.41931787331881	1.5287600439237	1.45358662235358	1.35453418493287	1.76549100859126	1.60657363304537	1.58862926677587	0.774298484669351	2.38998448944026	2.56301735591806	1.32425424373064	2.23918835985076	1.77907980517146	2.14097019462126	1.31433726048251	1.11575713871691
RRAD	0.0342617072493043	0.100512797495161	0.0173359802643646	0.231887807804889	0.0655436816420135	0.0450821478947004	0.0106990904288613	0.0487277390747802	0.0543663265073267	0.0328312539688516	0.0382192906745633	0.0332572731702954	0.0527084548669515	0.0743851660531679	0.0554770672391136	0.591256533842483	0.0291112601115717	0.0267791360717515	0.0691610381169825	0.0562228763386948	0.10055844525397	0.0502745569591256	0.0640581036611325	0.0449731834187247
COL15A1	0.001554276608275	0.0166631637786621	0.0297706214740117	0.0122829691897313	0.00509899404353764	0.017097127677245	0.0175266736939519	0.00214925836605967	0.0264428376898384	0.0527340816163585	0.0241684928228588	0.0297865500533414	0.0540254894848264	0.00234008966514767	0.0061490266980231	0.00438325038149732	0.00272071222396217	0.00381151567281954	0.350737369814111	-0.000164927219792695	0.0429526969423966	0.0041430727469017	0.608609451153389	0.00184774822400905
JAG1	0.0506628138702562	0.277471030581396	0.224668393549599	0.119905009452902	0.0639915855097905	0.256730193619418	0.235512594165098	0.109746339454014	0.261016964876056	0.25132709090926	0.264296617643692	0.484384045410288	0.169672336805804	0.141728495928574	0.25476380658016	0.112626909658703	0.0504387854481008	0.0457217498017752	0.364964423185974	0.066526561018567	0.108702545025482	0.0632637493623903	0.329768666443929	0.220447611418326
GRIA2	0.724675041590572	0.120445514990481	0.155874097310736	0.0726630302319534	0.367374577573246	0.0908945593008242	0.110190683668764	0.58819253453385	0.130262371949251	0.155568543893202	0.200652857911523	0.217834079878572	0.343391241853446	0.513831658748529	0.173935705654601	0.0432447677453243	0.90789409697224	0.742752301133398	0.15432950401178	0.409184867540602	0.26802803459418	0.684512890470223	0.252930308187264	0.0803958640199328
CLDN3	0.0247167175324058	0.223598233296575	0.0476359133485176	0.503072703414554	0.286097825252206	0.151444590214276	0.0986696322965257	0.0319665852879293	0.153514699114995	0.0969489364103068	0.09234858599053	0.0821431943372641	0.126309045469588	0.0235239576375042	0.0553804879931451	0.726397764406491	0.027784440655777	0.0271112606848616	0.20098099445177	0.0774830887388665	0.188484072143874	0.0568676168238085	0.171786935282389	0.471319544075528
RAD51AP1	0.0285272270530755	0.0622401238410413	0.97463034600109	0.0372836865536545	0.0315678019800438	0.270637747409804	0.585146606734936	0.049526816033413	0.0511049627987576	0.571878192567231	0.0634100260300823	0.0667054175947075	0.0769550194464944	0.029667659080661	0.0621221771436459	0.0628844801245417	0.0257368427088077	0.0159223461103893	0.0953555641294307	0.0583088239288226	0.0175341156484498	0.0414148348481588	0.0611436365133938	0.0957417746876399
LHFP	0.255938652838724	0.709041676156104	0.561305590925264	0.50361154292537	0.205380998018182	0.34678886626008	0.29894314241529	0.281955751068299	0.495075122687081	0.518947985727921	0.515102801847441	0.35874645233284	0.39518999919715	0.167748898618686	0.828868732202659	0.433970551069867	0.157008426325682	0.267310019147741	0.637135399830834	0.260231115892114	0.485998816549246	0.256563280299374	0.899189465940681	0.19940278833028
ECM1	0.0208865306018728	0.0293656345819709	0.00858385409715003	0.0180490818257824	0.0234647591348378	0.0170439181570275	0.0187258244082419	0.0104362187257877	0.0277252449327055	0.0344819166351084	0.0170043966905177	0.015863474212103	0.0296952513293904	0.0229993291979377	0.0127304089380251	0.00466513151528453	0.0208043701121823	0.0291809613259312	0.134469783680367	0.0304722989549615	0.0216742250942761	0.0282653234004369	0.501305647408541	0.0373057120782024
CMTM7	0.00555837195753446	0.0234016640495434	0.0261018801587402	0.0536357083425782	0.00759609090506086	0.00723801598492534	0.0362357352715006	0.00170431083539937	0.0258558464849117	0.0476103348235612	0.0314024048889566	0.0222594891128854	0.0514985127756458	0.0117622805821607	-0.00180802472158003	0.113817050273692	0.00403854141429965	0.00462991290727054	0.0945882469230525	0.00897250017624199	0.0902414124009908	0.00126129654001142	0.121628714102096	0.113010472216684
ITIH5	0.0214132788444646	0.122532422186924	0.0213935835654359	0.0591048019160234	0.0300588782864895	0.0437402202476148	0.0777721124734609	0.0199171227988617	0.074297905161519	0.0400715791029839	0.0623295775656822	0.0362630711010929	0.0467415346754542	0.012173049028815	0.0539619627273804	0.0281912144626756	0.0207452248578416	0.0118471361311772	0.13494206976387	0.0352083180438073	0.0230279654913739	0.0190697997393739	0.246974348760192	0.0626567687403785
PCSK2	0.153969316020042	0.0904732642158718	0.0645365863437917	0.0435490723811192	0.102116135413466	0.0528988743621986	0.0221748832575303	0.14044038129363	0.039738937033072	0.0561105850172451	0.0297480694047371	0.075800859927692	0.113506256455787	0.238422637550966	0.0212549549071296	0.0215559287241051	0.350131314148439	0.276780431971608	0.0391686683525158	0.118228490282666	0.0588737453300797	0.151696427931181	0.0367592021508569	0.0191418744142543
DEK	1.17607921049803	0.805714347671012	1.8598385060315	0.71164308213176	0.939377583761436	1.05531442421025	1.70425603935349	1.18618258725468	0.808998577666996	1.34936346241633	0.915585187594823	0.869052584302262	0.991027686736509	0.980183825177658	0.713858353106219	0.684636242375715	1.12918638623865	1.10702613670198	1.02618810646985	1.07278060227333	0.953876443084267	1.09202319422224	1.04029647420628	0.901602288611253
GALP	0.0207151590090922	0.00529072177652639	0.0177704419707824	0.00802299521052037	0.00744963801507123	0.00149411387816008	0.0151396036563514	0.0844680991964541	0.00218022885476716	0.0153853045136122	0.00494996210443699	0.0515643039452219	0.0197450810728105	0.0215109996176197	-0.00343154095184383	0.00535822855655143	0.0102724254558517	0.00499584223003259	0.0126867213754643	0.00971847340589382	0.0155386390396813	0.0217234381908685	0.00144422185442007	0.0125209752519007
SQLE	0.730516769789509	0.730249524688277	0.699715637238251	0.746796828067792	1.24522752821865	0.754580597511286	0.681705164144285	0.66920980145073	0.803176546027028	0.699251306617033	0.769575980408356	0.662651925940693	0.692710418857236	0.575596687153391	0.702180754394615	0.646238768121073	0.688552959823956	0.698542976080137	0.755805656472219	0.788052660170818	0.786182497999521	0.804999338257	0.832370411124632	0.83116423382363
HMGB3	1.29762626565979	0.806705410616991	1.56602210756026	0.723261249817337	0.73535226731926	1.69491844683143	2.30929451870892	1.46083703798689	0.634795144135315	1.20230871059991	0.93938904594117	1.30019734583384	1.05808529292221	1.36756810942661	0.762775863017995	0.657101965371915	1.15878511248129	1.24233845218158	0.860759203528026	1.15738043184284	0.933185486575396	1.15928955650843	0.646313644051531	0.487659319040329
RANBP1	1.3086141718874	1.08641216512033	1.64971796973421	0.989242028541731	1.2748290094578	1.32916804080752	1.32663063654583	1.33817544175744	1.16287204912673	1.43355114195334	1.18128357880918	1.35989565868902	1.20794771027063	1.32054659299278	1.11694175351785	0.973065938883591	1.27724197018836	1.25227119210977	1.23207977328851	1.30452812302217	1.17271422033588	1.31083186003172	1.14193739337901	1.11371835671376
PKIB	0.633375754831386	0.435780784380746	0.471358004083089	0.473088035795935	0.56050738745504	0.567067801190694	0.573384625219876	0.567835526275302	0.49289309217507	0.446166805546723	0.548669218694561	0.526279998181536	0.522371339169794	0.518698741856039	0.509006015025663	0.460157344753813	0.630445780718371	0.70849553125278	0.424568986502896	0.637845914574724	0.549159415128257	0.681216460413592	0.434614362883782	0.570470946273244
GPX1	1.13349731381263	1.41909626852007	1.0966088899959	1.56312456661622	1.41904837499278	1.35832334085837	1.08335792239948	1.19325647939035	1.47465148968204	1.30205865326169	1.43196168522053	1.40575790284101	1.30129761858957	1.27816340296976	1.4262147348479	1.87107178019009	1.05188192172979	1.07502759001744	1.52649783128859	1.45069799230992	1.40543658791868	1.12809536631881	1.49216930322677	1.41011875861145
DACT1	0.361299890556915	0.0813315955924299	0.124866282519877	0.0847727486099062	0.190551547537593	0.0642761106175711	0.0925838334536256	0.3260863117971	0.102162395193127	0.121988591500472	0.136140781124809	0.149357196064877	0.178428918924795	0.17720730393538	0.0841060637397654	0.0518126957096994	0.363420540855237	0.302962516082179	0.241792645192846	0.343695722961089	0.078511839861086	0.330071457315934	0.290282590276188	0.0772984818006577
KIF22	0.318668401972529	0.292403523531964	1.06862452884483	0.212168302219752	0.33700194763705	0.574732339839592	1.20300578289006	0.339291142482974	0.232378082438743	0.571448319049969	0.230783875232984	0.319702366935532	0.269897069259964	0.272114417491676	0.225373319226591	0.251246404659605	0.3444521147305	0.320681690711041	0.222357291543968	0.350480327683872	0.22824480682378	0.368271035807878	0.186761195468249	0.233915877016346
HIST1H2BH	0.00562098998801712	0.0189376123749284	0.135256120952088	0.0188928203169431	0.0284522717874398	0.103616061348591	0.0795394657064438	0.00970485630877472	0.0192875808805158	0.0487793212471463	0.0164626327805518	0.0118395525905638	0.0129728484142333	0.0128226990769828	0.00989914765127687	0.00755630015440381	0.0038989588608393	0.00117358863591216	0.0261555011299516	0.012098266799214	0.023026532340157	0.00399002555012158	0.0172669053166629	0.0259671473761535
NR4A1	0.165725111024908	0.263575168206386	0.202858217207518	0.454447663788	0.19801549536531	0.181359239445492	0.168038950945705	0.157888202197594	0.244052454243964	0.253843542824076	0.282717204999698	0.199203353913413	0.282266842750406	0.145214435692254	0.264881342195104	0.409723920159045	0.158636330833726	0.14970394791518	0.660760410873792	0.134250305990373	0.540462039066347	0.159632485608863	0.670229225318295	0.565038750735371
PRSS56	0.022116359968662	0.290087528496447	0.102340280094595	0.437109573961783	0.0618734225532431	0.161106185236868	0.15003983291287	0.0268057285710715	0.11351577856776	0.130055482004153	0.14094938193748	0.150532326526115	0.120285215436283	0.0348262057099317	0.192611555257667	0.157182090325641	0.0213048924196983	0.0223653939580002	0.253134173385664	0.0409978380461586	0.104646263638558	0.034214394770359	0.186622166703003	0.113742224409166
KRT8	0.0496932607946923	0.190824711056747	-0.00322806862581703	0.450756174384986	0.0893355886998974	0.11050831259228	0.0296224648986104	0.049554681696919	0.157877991411016	0.0820346726365798	0.111641922482175	0.0587821152408051	0.109886353293167	0.0383971308516564	0.0828786418789505	0.448300155848337	0.0535598929622957	0.0476532994783259	0.214299747528445	0.0597948214171711	0.104375779301174	0.090080482770951	0.352679814755314	0.888627465798237
TUBA4A	0.104696033681482	0.240431961396838	0.154896188714176	0.264325315696567	0.627097428911366	0.117762372330764	0.122880048762137	0.0868356743881645	0.391991784379745	0.134684000617656	0.161096373176754	0.125757728532983	0.180001283829147	0.10011524521732	0.164693827270504	0.202457854586443	0.110946129321721	0.109799048752475	0.288507341794217	0.208339901502691	0.399869817802575	0.242761678408423	0.251511626162666	0.572170514230311
CETN2	0.634525594091748	1.23234420718275	0.562327898232673	1.17777134842596	1.01911372774717	1.19877695153462	0.736654359336462	0.581737008223209	0.872402142551698	0.776237417039386	1.01163046570974	0.876925681903981	0.791559121214259	0.657408055143341	1.18810139722831	1.88461986713139	0.579275281838043	0.587458615014924	1.02513978616113	0.884763124230918	0.911531863479883	0.716619391315273	0.950390110767382	0.824846125590199
DIO3	0.0213304030924667	0.234430708310991	0.0780441245912651	0.113436457758227	0.0662117154232843	0.167426996336484	0.03690555775081	0.0361167845533705	0.22050192637254	0.115346522380301	0.167907154140698	0.326078163903904	0.122680515570075	0.0540418572976183	0.234377432616146	0.042203950895297	0.029996538136222	0.0374285544085648	0.221263265708922	0.0766775275933144	0.129709638011768	0.0467153558269556	0.204707324973741	0.111111414894641
ADAMTS1	0.0243289244677878	0.194333563711875	0.0746999026379328	0.291999605423562	0.076087867865084	0.0847064972000352	0.0763633560568577	0.0173955412313231	0.194497982505195	0.120478843291217	0.151075025397635	0.108037814803171	0.142975496627758	0.0224793728625632	0.141880018701675	0.284223801765041	0.0193429312591687	0.0216991075056318	0.377577815562954	0.036215671939637	0.225329698510475	0.0326023040657466	0.649245236658517	0.174669932398739
CXCL6	0.000701148886313872	0.0286438402014431	0.00339967599829777	0.0127427516804859	0.00213333164286816	0.0216557152982336	0.024982592852578	0.00273470767640591	0.00634040836259907	0.00714900742751698	0.00918409805965366	0.00196690530462784	0.0133070925537937	0.000424322334773709	0.0204615022612354	0.0100538520423079	0.00295410687640805	0.0018927141660865	0.0174967616862837	0.00424331345629213	0.00863791776513859	0.00109946645258807	0.0342623363327768	0.0060023139816763
SAPCD2	0.0459746584431744	0.0322344164398313	0.183667579517531	0.0135661537470278	0.102454429693853	0.187242840963291	0.30840364775392	0.0315040769014103	0.026083583432253	0.0653800229901042	0.0162740237382686	0.0288854573145347	0.0335747348008396	0.0322053238363331	0.00931929948549515	0.00487362686480497	0.0483408655251358	0.0288107550454089	0.036538675747522	0.0299967243692202	0.0318764667888359	0.0666378495233373	0.0154310505572399	0.104803236431205
CD82	0.0411895771019063	0.401701371678688	0.163044854203098	0.294447180690587	0.1168637319123	0.152619992097192	0.100198861481278	0.057286630983977	0.242914402726865	0.24247932101011	0.2700397485618	0.193701629227118	0.194659275897671	0.0369475110470429	0.41463395369124	0.267515594936035	0.0778727252000104	0.0372468473285949	0.498209256582779	0.0777125258991392	0.294472249411716	0.0683722099362341	0.312149288162092	0.477906224567036
IFI16	0.225665052464172	0.268046772633112	0.37330820229117	0.109836848752534	0.175926797253678	0.269772996877826	0.281123753321945	0.179266353907616	0.271998525606519	0.395811033317112	0.463171424911687	0.276650221481944	0.281992117749306	0.213739963860313	0.431086508161606	0.0454009013151327	0.165622361495181	0.129710297281337	0.513957072046028	0.188569684651668	0.182039557044926	0.226393997916863	0.615765218108068	0.193878211928365
SLC16A3	0.11320556297736	0.168450016636867	0.106019333630818	0.106064056924275	0.350834625425861	0.153323752957166	0.138947108412707	0.104153339949569	0.569442081195465	0.111653710675036	0.14087351628577	0.12525652142944	0.147725480985576	0.149510794137317	0.146096542191595	0.0564051004790864	0.116415791925195	0.111285846941215	0.158909204271588	0.132275527412543	0.173803538389641	0.475566589716617	0.256827704105986	0.177289493625263
ANP32E	0.409129959315605	0.514240611928658	0.828547122392505	0.433843326589698	0.455577894976684	0.763204247749585	1.02514353153365	0.413777734056622	0.499432212103575	0.55685396937043	0.496933859067181	0.5753258488531	0.44362053277448	0.465359674091896	0.476741502106662	0.453013247772538	0.303837754166861	0.26381460330599	0.636879778364171	0.405343158778055	0.445341558128011	0.488498960287982	0.536049311639456	0.452088748730068
KRT15	0.0276082150797747	0.00815206680892169	0.00937868120281928	0.00242885819780567	0.0207502980067142	0.0049957181294334	0.00440596131428433	0.016699615269855	0.00727601850001872	0.0153730963182514	0.00946380918885057	0.0181170995514687	0.0179731250709481	0.0298123788156538	0.00289363325689867	-0.00149696102559063	0.0456943159293086	0.021908986235524	0.0138427328151717	0.0278094063480553	0.00379366409763698	0.0274923464971022	0.0143486819385511	0.352422404116691
OLIG2	0.0294048400884293	0.0171091724889092	0.0750814957168588	0.00243480439518524	0.0299788794494384	0.0730917738529939	0.0666279989085694	0.0291069429545259	0.0262125865465184	0.0696087287844172	0.0671010845263872	0.156984351702052	0.0289743865328526	0.0611692235631848	0.0428807329526184	8.89009885658438e-05	0.00830867152332238	0.0246197643085317	0.0187523204330956	0.0375317515519002	0.00439700971193248	0.0267790276792043	0.0102702231563021	0.00211122673105525
RASD1	0.234514635367465	0.336585443391513	0.24660998867696	0.153638462070939	0.236743315584217	0.245430492436716	0.178021371283963	0.29853526627435	0.294526424628981	0.222924305997971	0.252795800704211	0.62159203236582	0.243449065237018	0.357617770949997	0.285608627150316	0.126448948279858	0.130343760334338	0.119583464297102	0.201729957242742	0.211168899981391	0.145105714228677	0.296869268587745	0.295340903303148	0.15358269862852
SLC17A6	0.225209076342746	0.0120522188531572	0.0170894713296974	0.0168460172724763	0.116672789725635	0.0171195514622861	0.0217333372591417	0.11792769145597	0.0256680594604479	0.0242945725019099	0.0198724713181315	0.0532500816177219	0.140089036614871	0.359611877509546	0.0126951277944276	0.00754030052781514	0.222618038514574	0.398681255363079	0.0298270768676058	0.187425908109159	0.0802956844954381	0.249832098161699	0.029716538635639	0.0215954241689452
ZNF804A	0.224419817145427	0.0848887911752617	0.0663773642595973	0.0402401532432804	0.0652473290047655	0.0286825533073922	0.0519369435308693	0.10843538901483	0.0382658822108511	0.0542669541182874	0.0986385624466368	0.0900808066334976	0.0796484560234537	0.19168051942079	0.0800196539401643	0.00776318098277572	0.129185453621387	0.187163153285555	0.0503305254063309	0.108510961522989	0.0434759292224433	0.140141199177011	0.0439507708749366	0.0488155811535589
GRP	0.00241772788098465	0.0153347819257254	0.0146690839857725	0.0796684933846814	0.0111185730996861	0.0123181100369778	0.0114090800884553	0.00501775478293713	0.00920805277382489	0.02114801330681	0.0214121335877291	0.00562219913592962	0.0128688214287827	0.00105472937289213	0.00535914886656776	0.100447569912031	0.00143276624378055	0.00557960067303532	0.0111074830317772	0.00703927640766097	-0.00609091291498643	0.0052640737852741	0.00783398096963197	0.00014413063783983
AANAT	0.0166785501846094	0.0886600449683574	0.026238320561884	0.0943409655083891	0.100424183843019	0.045996936100551	0.0199995258323422	0.0492716983607675	0.0651973472008237	0.0467413939685172	0.0922838374135716	0.140189700196711	0.0578259724158867	0.0420935848345841	0.207722077743517	0.0399472967950686	0.015561977678283	0.0078031312643003	0.0687206260538691	0.0325825050911229	0.0679532886634041	0.0410871319371902	0.055083010065008	0.073227308361066
DMRTA2	0.0924486126982186	0.144232017181883	0.209433155638051	0.124792441308537	0.136130331770249	0.155117527642615	0.225354920328897	0.0990899657858761	0.131078571051617	0.146677342821664	0.222699467929634	0.208334774675419	0.125870407144858	0.240814864170359	0.163784159118344	0.165107714641908	0.047030174042147	0.0547152780489827	0.0817609895986754	0.0748523934477556	0.101030699775433	0.141003033423482	0.039621895785005	0.0175945453612992
SNCA	0.904604699505287	0.521812958373653	0.28057184539422	0.449524104538545	0.73135518472237	0.406993717947402	0.241582178607908	0.498706320205815	0.522254841542442	0.342057682393727	0.393487058342783	0.326225299274512	0.610166544790379	0.37424903561527	0.428920657248963	0.460692678636337	1.17342874899767	1.15213905624055	0.322761565807135	0.923079411734865	0.649157955619366	0.891790849573836	0.322895631357333	0.246229928647065
CTNNB1	0.914277501318118	0.957242580538099	0.806673489861327	0.643133976954746	0.714668481714223	0.866942346042712	0.826439660922098	0.871556072755235	0.822322498194567	0.781825268666953	0.983229805847397	1.04598361335852	0.80884595943278	0.772858052178958	1.01566458506383	0.594831821469011	0.752112254400578	0.696093155095232	0.969921533594266	0.836986586173018	0.885516159473602	0.835132260271853	0.868239443158721	0.618221859028659
RNASEH2A	0.326622051186585	0.276417012296158	0.727798707753856	0.174208816005432	0.425131210329395	0.370850433882744	0.448585856039628	0.303704007752932	0.287732450836977	0.649151555889193	0.294538383448811	0.406225321303812	0.266290035099983	0.258596897237285	0.251911873841292	0.170444989664631	0.324872066519655	0.301059841732287	0.198261449863702	0.402443759566369	0.264907028562194	0.387417975438836	0.168261874253676	0.307725535537012
RUNX1T1	1.00447043698652	0.230053801973306	0.198925613143219	0.143067888581537	0.480008843043632	0.254643801819644	0.172530245572018	0.992696771026299	0.217478762812969	0.231829914983014	0.245321513747686	0.530203512583875	0.644917481739641	0.533320123650548	0.208493313506608	0.0653053617286728	1.19476901330944	1.12911558629691	0.513714174008196	0.860010477597023	0.512157036857509	0.889131655875762	0.54176404836954	0.104505229825028
RBFOX1	0.490880570965702	0.0608615839553333	0.0458265073044243	0.0881083741953076	0.19865991871714	0.0341211365061242	0.0251284307861748	0.336270240770704	0.054085278419134	0.0588466320154242	0.0759477411555664	0.0894230120080759	0.310245140765382	0.11722615993237	0.0386740841218015	0.0567893901166856	0.514446730491289	0.713369093273877	0.23755499792723	0.283937040162795	0.375449805637186	0.411566337404098	0.0708103617709044	0.0389028925672832
FOXM1	0.0241793791106717	0.050038928737827	0.591972507308359	0.028379545233872	0.0303030490085445	0.359255599517292	0.675236132411101	0.0235611344494929	0.0218342662804121	0.228778555903356	0.035617853841977	0.0463227552046243	0.0476704973957491	0.0282710804754764	0.0138055315234209	0.0293295658846592	0.0196932037887339	0.0164889743317571	0.0282970397681773	0.0321406081224433	0.0256235204347579	0.0282517654769746	0.0253718057619965	0.0272066821108922
NENF	0.487071900380361	1.10152625503416	0.925479275246908	1.48818467144883	0.645184929255743	0.931876657466059	0.834240008196879	0.478758599800578	0.871356039941057	0.982827301589697	0.947050422093057	0.907140121374128	0.73654986659348	0.605879717604299	0.940599986896032	1.42702053599764	0.501367217318719	0.461130330786639	1.24336442633129	0.706177199053118	0.663285718940544	0.567717780256964	1.26182786871896	1.12955783264415
NMRK2	0.000455328803141679	0.0140174448554837	0.00225912945655555	0.056024751337078	0.01566611555814	0.00833800237904862	0.0121076605840248	0.000754848732279313	0.0120798206514368	0.00725765269815321	0.0103907117730986	0.00731114150703983	0.0170088598414261	-0.00242780510957676	0.00592919055667047	0.0372636396675444	0.00336847472494464	0.00485621357595482	0.0211028727574389	0.00854745849098129	0.129599324512284	0.00300194745804845	0.0243446589855062	0.017969720449411
ASNS	1.33952197091783	0.527511558161678	1.04584116195679	0.36135311549768	1.01907163254544	0.54360599433808	0.710614860622977	1.21783449930924	0.870172947796936	0.829602336011203	0.659956476750557	0.676431783116148	0.869752316180566	0.921879168655213	0.548125310739692	0.206494775691918	1.41358980173274	1.38096266886677	0.585926951912836	1.30141780669378	0.855240517933935	1.262825123989	0.716022408735277	0.441562562644702
DSP	0.00807361126423668	0.0410839814337453	0.0131243314883589	0.148319775871192	0.0189181005496403	0.0157797133113217	0.0127925123216531	0.0196950966479893	0.0219559157673223	0.0215592627171841	0.0242890905942058	0.0219866582157584	0.0456672398251613	0.00761718629491272	0.00822176838877385	0.141902507024976	0.0013279795488204	0.00185510961095838	0.0809509403293352	0.0163643448823233	0.0280843776123328	0.0215783881918033	0.0730602635605083	0.523915164586894
AMBN	0.00448628067494141	0.00895536140119027	0.0389118973752423	0.00633606412699014	0.0052324403852429	0.0636306702845607	0.0837939461631453	0.03962928530107	0.0155717650525167	0.059139494098343	0.0853164602264371	0.017814800972696	0.0274992627871721	0.00547103245171553	0.0045186071541673	0.00190539739688947	0.00750178897088848	0.00404320614210883	0.024020133043634	0.00418196875133523	0.00739579955033461	0.012693746242621	0.0105675513254029	0.0179093252836716
